Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind,Year,Day,Date,Month_Name,Season_Name,Day_of_Week,Weather_Name_Type
9504,66,1,2,21,0,0,0,1,37,0.56,0.1045,2012,5,2012-02-05,Feb,Winter,Sun,Sunny
9505,191,1,2,22,0,0,0,1,36,0.6,0.1045,2012,5,2012-02-05,Feb,Winter,Sun,Sunny
9506,42,1,2,23,0,0,0,1,32,0.7,0.1343,2012,5,2012-02-05,Feb,Winter,Sun,Sunny
9507,21,1,2,0,0,1,1,1,32,0.65,0.1343,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9508,6,1,2,1,0,1,1,1,34,0.75,0.0896,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9509,3,1,2,2,0,1,1,1,36,0.75,0.0,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9510,2,1,2,4,0,1,1,1,28,0.8,0.1045,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9511,17,1,2,5,0,1,1,1,28,0.8,0.1045,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9512,72,1,2,6,0,1,1,1,25,0.86,0.1045,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9513,234,1,2,7,0,1,1,1,25,0.86,0.1045,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9514,444,1,2,8,0,1,1,1,25,0.86,0.1343,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9515,277,1,2,9,0,1,1,1,28,0.8,0.1045,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9516,116,1,2,10,0,1,1,1,32,0.75,0.1045,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9517,116,1,2,11,0,1,1,1,36,0.7,0.1343,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9518,150,1,2,12,0,1,1,1,41,0.61,0.1642,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9519,141,1,2,13,0,1,1,1,50,0.4,0.2239,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9520,140,1,2,14,0,1,1,1,52,0.35,0.1642,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9521,171,1,2,15,0,1,1,1,54,0.32,0.2836,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9522,228,1,2,16,0,1,1,1,52,0.43,0.2537,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9523,430,1,2,17,0,1,1,1,52,0.43,0.2537,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9524,437,1,2,18,0,1,1,1,50,0.43,0.2239,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9525,291,1,2,19,0,1,1,1,43,0.43,0.2537,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9526,201,1,2,20,0,1,1,1,43,0.46,0.1642,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9527,154,1,2,21,0,1,1,1,41,0.57,0.1642,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9528,87,1,2,22,0,1,1,1,39,0.65,0.1343,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9529,46,1,2,23,0,1,1,1,39,0.65,0.1343,2012,6,2012-02-06,Feb,Winter,Mon,Sunny
9530,23,1,2,0,0,2,1,1,37,0.7,0.194,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9531,14,1,2,1,0,2,1,1,37,0.61,0.1343,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9532,4,1,2,2,0,2,1,1,43,0.61,0.0,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9533,2,1,2,3,0,2,1,2,43,0.7,0.0,2012,7,2012-02-07,Feb,Winter,Tue,Cloudy
9534,3,1,2,4,0,2,1,2,43,0.7,0.0,2012,7,2012-02-07,Feb,Winter,Tue,Cloudy
9535,15,1,2,5,0,2,1,1,43,0.49,0.0896,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9536,100,1,2,6,0,2,1,1,39,0.45,0.2985,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9537,299,1,2,7,0,2,1,1,45,0.45,0.0,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9538,529,1,2,8,0,2,1,1,41,0.49,0.0,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9539,289,1,2,9,0,2,1,1,43,0.49,0.0,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9540,116,1,2,10,0,2,1,1,43,0.46,0.1642,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9541,129,1,2,11,0,2,1,1,45,0.46,0.194,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9542,172,1,2,12,0,2,1,1,52,0.4,0.3284,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9543,184,1,2,13,0,2,1,1,55,0.38,0.2537,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9544,138,1,2,14,0,2,1,1,55,0.38,0.2537,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9545,146,1,2,15,0,2,1,1,55,0.38,0.194,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9546,276,1,2,16,0,2,1,1,55,0.35,0.2537,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9547,509,1,2,17,0,2,1,1,55,0.35,0.194,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9548,518,1,2,18,0,2,1,1,54,0.38,0.194,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9549,338,1,2,19,0,2,1,1,50,0.43,0.2239,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9550,212,1,2,20,0,2,1,1,45,0.5,0.1343,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9551,190,1,2,21,0,2,1,1,45,0.61,0.1045,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9552,118,1,2,22,0,2,1,1,41,0.57,0.194,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9553,51,1,2,23,0,2,1,1,43,0.57,0.1343,2012,7,2012-02-07,Feb,Winter,Tue,Sunny
9554,23,1,2,0,0,3,1,1,37,0.56,0.2239,2012,8,2012-02-08,Feb,Winter,Wed,Sunny
9555,10,1,2,1,0,3,1,1,36,0.61,0.1642,2012,8,2012-02-08,Feb,Winter,Wed,Sunny
9556,1,1,2,2,0,3,1,1,39,0.65,0.0,2012,8,2012-02-08,Feb,Winter,Wed,Sunny
9557,1,1,2,3,0,3,1,1,39,0.65,0.0,2012,8,2012-02-08,Feb,Winter,Wed,Sunny
9558,1,1,2,4,0,3,1,1,34,0.7,0.0896,2012,8,2012-02-08,Feb,Winter,Wed,Sunny
9559,20,1,2,5,0,3,1,1,34,0.7,0.0896,2012,8,2012-02-08,Feb,Winter,Wed,Sunny
9560,98,1,2,6,0,3,1,2,37,0.7,0.0,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9561,281,1,2,7,0,3,1,2,34,0.7,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9562,508,1,2,8,0,3,1,2,30,0.7,0.2239,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9563,253,1,2,9,0,3,1,2,34,0.7,0.1642,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9564,108,1,2,10,0,3,1,2,34,0.7,0.2239,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9565,102,1,2,11,0,3,1,2,34,0.65,0.2239,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9566,138,1,2,12,0,3,1,2,34,0.65,0.2836,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9567,126,1,2,13,0,3,1,2,37,0.61,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9568,108,1,2,14,0,3,1,2,39,0.56,0.1642,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9569,54,1,2,15,0,3,1,3,41,0.61,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9570,75,1,2,16,0,3,1,3,36,0.81,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9571,155,1,2,17,0,3,1,3,34,0.87,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9572,167,1,2,18,0,3,1,3,34,0.87,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9573,161,1,2,19,0,3,1,3,34,0.87,0.1045,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9574,125,1,2,20,0,3,1,3,32,0.87,0.1343,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9575,129,1,2,21,0,3,1,3,30,0.87,0.194,2012,8,2012-02-08,Feb,Winter,Wed,Rainy
9576,98,1,2,22,0,3,1,2,32,0.87,0.1343,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9577,60,1,2,23,0,3,1,2,32,0.87,0.1642,2012,8,2012-02-08,Feb,Winter,Wed,Cloudy
9578,26,1,2,0,0,4,1,2,32,0.87,0.1642,2012,9,2012-02-09,Feb,Winter,Thu,Cloudy
9579,12,1,2,1,0,4,1,2,32,0.87,0.1343,2012,9,2012-02-09,Feb,Winter,Thu,Cloudy
9580,2,1,2,2,0,4,1,1,30,0.8,0.1343,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9581,4,1,2,3,0,4,1,1,28,0.8,0.2836,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9582,1,1,2,4,0,4,1,2,27,0.75,0.4478,2012,9,2012-02-09,Feb,Winter,Thu,Cloudy
9583,18,1,2,5,0,4,1,1,25,0.75,0.2836,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9584,76,1,2,6,0,4,1,1,25,0.75,0.2836,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9585,267,1,2,7,0,4,1,1,27,0.69,0.2537,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9586,484,1,2,8,0,4,1,1,27,0.64,0.2537,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9587,238,1,2,9,0,4,1,1,27,0.59,0.2239,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9588,97,1,2,10,0,4,1,1,28,0.51,0.2239,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9589,99,1,2,11,0,4,1,1,30,0.52,0.2239,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9590,158,1,2,12,0,4,1,1,30,0.48,0.3284,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9591,154,1,2,13,0,4,1,1,36,0.42,0.3284,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9592,144,1,2,14,0,4,1,1,39,0.39,0.2985,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9593,134,1,2,15,0,4,1,1,39,0.36,0.2985,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9594,238,1,2,16,0,4,1,1,43,0.36,0.0,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9595,399,1,2,17,0,4,1,1,43,0.34,0.1343,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9596,417,1,2,18,0,4,1,1,43,0.31,0.1642,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9597,295,1,2,19,0,4,1,1,43,0.33,0.1045,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9598,199,1,2,20,0,4,1,1,45,0.36,0.0,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9599,177,1,2,21,0,4,1,1,41,0.52,0.0896,2012,9,2012-02-09,Feb,Winter,Thu,Sunny
9600,107,1,2,22,0,4,1,2,43,0.56,0.0,2012,9,2012-02-09,Feb,Winter,Thu,Cloudy
9601,84,1,2,23,0,4,1,2,43,0.52,0.0,2012,9,2012-02-09,Feb,Winter,Thu,Cloudy
9602,43,1,2,0,0,5,1,2,39,0.65,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9603,13,1,2,1,0,5,1,2,39,0.61,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9604,16,1,2,2,0,5,1,1,37,0.52,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9605,5,1,2,3,0,5,1,1,37,0.56,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9606,2,1,2,4,0,5,1,1,37,0.56,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9607,17,1,2,5,0,5,1,1,30,0.52,0.2239,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9608,64,1,2,6,0,5,1,1,27,0.59,0.194,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9609,230,1,2,7,0,5,1,1,28,0.59,0.1642,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9610,448,1,2,8,0,5,1,1,28,0.59,0.1642,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9611,275,1,2,9,0,5,1,1,30,0.55,0.1642,2012,10,2012-02-10,Feb,Winter,Fri,Sunny
9612,124,1,2,10,0,5,1,2,36,0.48,0.1343,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9613,153,1,2,11,0,5,1,2,37,0.45,0.1045,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9614,176,1,2,12,0,5,1,2,39,0.42,0.1343,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9615,192,1,2,13,0,5,1,2,41,0.42,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9616,146,1,2,14,0,5,1,2,43,0.39,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9617,191,1,2,15,0,5,1,2,43,0.45,0.1343,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9618,268,1,2,16,0,5,1,2,41,0.42,0.2537,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9619,396,1,2,17,0,5,1,2,43,0.42,0.194,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9620,359,1,2,18,0,5,1,3,39,0.61,0.1343,2012,10,2012-02-10,Feb,Winter,Fri,Rainy
9621,262,1,2,19,0,5,1,2,45,0.57,0.0,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9622,151,1,2,20,0,5,1,2,45,0.57,0.0,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9623,122,1,2,21,0,5,1,2,43,0.66,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9624,113,1,2,22,0,5,1,2,45,0.66,0.0,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9625,65,1,2,23,0,5,1,2,41,0.7,0.0896,2012,10,2012-02-10,Feb,Winter,Fri,Cloudy
9626,53,1,2,0,0,6,0,2,39,0.7,0.1343,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9627,45,1,2,1,0,6,0,3,37,0.81,0.1343,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9628,26,1,2,2,0,6,0,3,34,0.81,0.194,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9629,9,1,2,3,0,6,0,3,30,0.87,0.2239,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9630,4,1,2,4,0,6,0,3,30,0.87,0.2239,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9631,2,1,2,5,0,6,0,3,30,0.93,0.1642,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9632,9,1,2,6,0,6,0,3,30,0.93,0.1343,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9633,19,1,2,7,0,6,0,3,30,0.93,0.1343,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9634,78,1,2,8,0,6,0,3,30,0.93,0.1343,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9635,90,1,2,9,0,6,0,3,32,0.93,0.1045,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9636,166,1,2,10,0,6,0,3,32,0.93,0.1045,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9637,183,1,2,11,0,6,0,2,34,0.81,0.1045,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9638,221,1,2,12,0,6,0,2,34,0.81,0.1642,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9639,235,1,2,13,0,6,0,2,32,0.81,0.2836,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9640,243,1,2,14,0,6,0,2,32,0.81,0.2537,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9641,124,1,2,15,0,6,0,2,36,0.61,0.2985,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9642,146,1,2,16,0,6,0,3,27,0.75,0.4179,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9643,144,1,2,17,0,6,0,3,25,0.69,0.4627,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9644,108,1,2,18,0,6,0,2,25,0.47,0.6567,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9645,87,1,2,19,0,6,0,2,21,0.4,0.5522,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9646,63,1,2,20,0,6,0,2,18,0.43,0.5522,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9647,48,1,2,21,0,6,0,1,12,0.43,0.6418,2012,11,2012-02-11,Feb,Winter,Sat,Sunny
9648,46,1,2,22,0,6,0,2,16,0.39,0.3881,2012,11,2012-02-11,Feb,Winter,Sat,Cloudy
9649,20,1,2,23,0,6,0,3,12,0.5,0.4925,2012,11,2012-02-11,Feb,Winter,Sat,Rainy
9650,21,1,2,0,0,0,0,3,12,0.68,0.3881,2012,12,2012-02-12,Feb,Winter,Sun,Rainy
9651,24,1,2,1,0,0,0,3,9,0.79,0.4627,2012,12,2012-02-12,Feb,Winter,Sun,Rainy
9652,27,1,2,2,0,0,0,2,10,0.58,0.5821,2012,12,2012-02-12,Feb,Winter,Sun,Cloudy
9653,14,1,2,3,0,0,0,2,9,0.46,0.6866,2012,12,2012-02-12,Feb,Winter,Sun,Cloudy
9654,1,1,2,4,0,0,0,2,9,0.46,0.7164,2012,12,2012-02-12,Feb,Winter,Sun,Cloudy
9655,3,1,2,5,0,0,0,1,12,0.49,0.3881,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9656,2,1,2,6,0,0,0,1,12,0.49,0.3881,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9657,18,1,2,7,0,0,0,1,14,0.53,0.194,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9658,26,1,2,8,0,0,0,1,12,0.53,0.2537,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9659,63,1,2,9,0,0,0,1,14,0.49,0.2985,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9660,91,1,2,10,0,0,0,1,16,0.42,0.3582,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9661,124,1,2,11,0,0,0,1,16,0.42,0.2985,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9662,140,1,2,12,0,0,0,1,12,0.39,0.6418,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9663,138,1,2,13,0,0,0,1,18,0.4,0.4478,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9664,111,1,2,14,0,0,0,1,18,0.4,0.5224,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9665,155,1,2,15,0,0,0,1,18,0.4,0.5522,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9666,164,1,2,16,0,0,0,1,23,0.34,0.4627,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9667,87,1,2,17,0,0,0,1,21,0.37,0.4179,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9668,96,1,2,18,0,0,0,1,18,0.4,0.4627,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9669,80,1,2,19,0,0,0,1,19,0.4,0.2836,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9670,57,1,2,20,0,0,0,1,18,0.42,0.3284,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9671,36,1,2,21,0,0,0,1,18,0.43,0.2985,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9672,28,1,2,22,0,0,0,1,21,0.43,0.1642,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9673,23,1,2,23,0,0,0,1,19,0.43,0.2239,2012,12,2012-02-12,Feb,Winter,Sun,Sunny
9674,9,1,2,0,0,1,1,1,19,0.46,0.2239,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9675,6,1,2,1,0,1,1,1,18,0.5,0.2239,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9676,4,1,2,2,0,1,1,1,19,0.46,0.194,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9677,1,1,2,3,0,1,1,1,21,0.54,0.1045,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9678,2,1,2,4,0,1,1,1,23,0.54,0.0896,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9679,17,1,2,5,0,1,1,1,18,0.58,0.1343,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9680,72,1,2,6,0,1,1,1,16,0.54,0.2239,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9681,195,1,2,7,0,1,1,1,16,0.54,0.194,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9682,417,1,2,8,0,1,1,1,18,0.54,0.1343,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9683,205,1,2,9,0,1,1,1,19,0.5,0.194,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9684,71,1,2,10,0,1,1,1,21,0.5,0.1343,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9685,90,1,2,11,0,1,1,1,30,0.37,0.194,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9686,118,1,2,12,0,1,1,1,34,0.28,0.3284,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9687,140,1,2,13,0,1,1,1,39,0.22,0.2239,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9688,135,1,2,14,0,1,1,1,45,0.23,0.1045,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9689,155,1,2,15,0,1,1,1,45,0.27,0.1343,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9690,211,1,2,16,0,1,1,1,45,0.23,0.194,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9691,407,1,2,17,0,1,1,1,45,0.23,0.194,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9692,405,1,2,18,0,1,1,1,41,0.25,0.2537,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9693,263,1,2,19,0,1,1,1,43,0.25,0.1343,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9694,214,1,2,20,0,1,1,1,39,0.42,0.1642,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9695,147,1,2,21,0,1,1,1,37,0.45,0.1343,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9696,102,1,2,22,0,1,1,1,36,0.56,0.1045,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9697,36,1,2,23,0,1,1,1,41,0.41,0.0,2012,13,2012-02-13,Feb,Winter,Mon,Sunny
9698,14,1,2,0,0,2,1,2,39,0.6,0.0,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9699,6,1,2,1,0,2,1,2,39,0.56,0.0,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9700,3,1,2,2,0,2,1,2,41,0.41,0.0,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9701,3,1,2,3,0,2,1,2,39,0.52,0.0,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9702,2,1,2,4,0,2,1,2,36,0.65,0.1045,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9703,22,1,2,5,0,2,1,2,36,0.65,0.1045,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9704,90,1,2,6,0,2,1,2,39,0.56,0.0,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9705,280,1,2,7,0,2,1,2,34,0.6,0.0896,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9706,513,1,2,8,0,2,1,2,37,0.7,0.0,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9707,262,1,2,9,0,2,1,2,37,0.56,0.0896,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9708,98,1,2,10,0,2,1,2,36,0.6,0.1343,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9709,112,1,2,11,0,2,1,2,39,0.45,0.1642,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9710,172,1,2,12,0,2,1,2,37,0.52,0.2239,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9711,173,1,2,13,0,2,1,2,43,0.4,0.2537,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9712,124,1,2,14,0,2,1,1,52,0.4,0.2239,2012,14,2012-02-14,Feb,Winter,Tue,Sunny
9713,145,1,2,15,0,2,1,2,54,0.38,0.4478,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9714,266,1,2,16,0,2,1,1,54,0.35,0.2985,2012,14,2012-02-14,Feb,Winter,Tue,Sunny
9715,523,1,2,17,0,2,1,1,54,0.38,0.3582,2012,14,2012-02-14,Feb,Winter,Tue,Sunny
9716,406,1,2,18,0,2,1,2,50,0.46,0.2985,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9717,281,1,2,19,0,2,1,2,45,0.5,0.1642,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9718,184,1,2,20,0,2,1,2,50,0.46,0.1343,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9719,109,1,2,21,0,2,1,2,46,0.5,0.1045,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9720,77,1,2,22,0,2,1,2,46,0.5,0.1045,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9721,57,1,2,23,0,2,1,2,46,0.5,0.0896,2012,14,2012-02-14,Feb,Winter,Tue,Cloudy
9722,22,1,2,0,0,3,1,1,45,0.57,0.0,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9723,5,1,2,1,0,3,1,1,46,0.53,0.0,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9724,4,1,2,2,0,3,1,1,43,0.61,0.0,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9725,3,1,2,3,0,3,1,1,41,0.75,0.0,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9726,1,1,2,4,0,3,1,1,37,0.7,0.1045,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9727,25,1,2,5,0,3,1,1,37,0.7,0.1045,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9728,95,1,2,6,0,3,1,1,39,0.61,0.1343,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9729,321,1,2,7,0,3,1,2,37,0.65,0.194,2012,15,2012-02-15,Feb,Winter,Wed,Cloudy
9730,515,1,2,8,0,3,1,1,37,0.61,0.3582,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9731,231,1,2,9,0,3,1,1,39,0.61,0.3284,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9732,120,1,2,10,0,3,1,1,39,0.57,0.2985,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9733,138,1,2,11,0,3,1,1,43,0.53,0.2836,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9734,163,1,2,12,0,3,1,1,50,0.46,0.3881,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9735,170,1,2,13,0,3,1,1,52,0.43,0.2836,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9736,134,1,2,14,0,3,1,1,54,0.41,0.3582,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9737,171,1,2,15,0,3,1,1,54,0.41,0.2239,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
9738,231,1,2,16,0,3,1,1,54,0.38,0.194,2012,15,2012-02-15,Feb,Winter,Wed,Sunny
